path,target
./data/figs_3/s0954_04.png,W
./data/figs_3/s0788_09.png,W
./data/figs_3/f0979_01.png,A
./data/figs_3/f0757_10.png,L
./data/figs_3/f0752_08.png,W
./data/figs_3/s0824_01.png,A
./data/figs_3/s0916_09.png,L
./data/figs_3/f0944_07.png,W
./data/figs_3/f0872_02.png,T
./data/figs_3/f0823_06.png,A
./data/figs_3/s0792_02.png,T
./data/figs_3/f0961_03.png,R
./data/figs_3/s0873_05.png,R
./data/figs_3/s0891_07.png,T
./data/figs_3/f0859_04.png,W
./data/figs_3/f0921_04.png,A
./data/figs_3/f0894_06.png,T
./data/figs_3/s0962_06.png,L
./data/figs_3/f0963_03.png,A
./data/figs_3/f0913_07.png,T
./data/figs_3/f0802_01.png,R
./data/figs_3/s0814_01.png,W
./data/figs_3/f0778_04.png,R
./data/figs_3/f0783_04.png,W
./data/figs_3/f0888_10.png,L
./data/figs_3/s0903_01.png,R
./data/figs_3/f0834_02.png,A
./data/figs_3/s0810_10.png,L
./data/figs_3/f0939_03.png,A
./data/figs_3/f0928_09.png,L
./data/figs_3/s0756_07.png,A
./data/figs_3/s0836_04.png,R
./data/figs_3/s0774_07.png,A
./data/figs_3/f0800_01.png,R
./data/figs_3/s0879_02.png,R
./data/figs_3/f0776_07.png,A
./data/figs_3/s0890_01.png,A
./data/figs_3/s0805_01.png,R
./data/figs_3/s0925_03.png,R
./data/figs_3/f0761_06.png,L
./data/figs_3/s0827_05.png,R
./data/figs_3/s0826_01.png,R
./data/figs_3/s0870_04.png,R
./data/figs_3/s0786_09.png,T
./data/figs_3/s0845_10.png,L
./data/figs_3/f0994_04.png,T
./data/figs_3/s0909_07.png,T
./data/figs_3/f0924_09.png,L
./data/figs_3/f0868_07.png,T
./data/figs_3/f0751_08.png,L
./data/figs_3/s0807_05.png,R
./data/figs_3/f0788_09.png,W
./data/figs_3/s0809_09.png,A
./data/figs_3/s0841_09.png,L
./data/figs_3/f0787_05.png,R
./data/figs_3/s0983_03.png,R
./data/figs_3/s0930_10.png,L
./data/figs_3/s0787_05.png,R
./data/figs_3/s0908_07.png,A
./data/figs_3/f0828_07.png,W
./data/figs_3/f0990_09.png,L
./data/figs_3/f0896_05.png,W
./data/figs_3/f0935_06.png,L
./data/figs_3/f0975_04.png,W
./data/figs_3/f0835_10.png,L
./data/figs_3/s0853_01.png,R
./data/figs_3/f0981_02.png,W
./data/figs_3/f0955_10.png,A
./data/figs_3/f0942_08.png,L
./data/figs_3/f0883_01.png,W
./data/figs_3/s0906_08.png,L
./data/figs_3/f0933_01.png,R
./data/figs_3/s0783_04.png,W
./data/figs_3/s0926_04.png,R
./data/figs_3/f0945_09.png,W
./data/figs_3/s0998_06.png,A
./data/figs_3/f0875_02.png,A
./data/figs_3/s0929_10.png,L
./data/figs_3/f0861_03.png,W
./data/figs_3/f0807_05.png,R
./data/figs_3/s0806_04.png,R
./data/figs_3/s0979_01.png,A
./data/figs_3/f0948_02.png,A
./data/figs_3/s0779_10.png,L
./data/figs_3/s0997_02.png,L
./data/figs_3/f0808_07.png,L
./data/figs_3/f0956_09.png,L
./data/figs_3/s0990_09.png,L
./data/figs_3/s0970_06.png,L
./data/figs_3/s0765_07.png,T
./data/figs_3/f0850_07.png,T
./data/figs_3/s0963_03.png,A
./data/figs_3/f0879_02.png,R
./data/figs_3/s0952_06.png,L
./data/figs_3/s0996_10.png,W
./data/figs_3/s0995_01.png,R
./data/figs_3/s0992_09.png,L
./data/figs_3/f0907_06.png,L
./data/figs_3/s0980_06.png,L
./data/figs_3/s0973_05.png,R
./data/figs_3/f0836_04.png,R
./data/figs_3/s0762_06.png,A
./data/figs_3/f0983_03.png,R
./data/figs_3/f0873_05.png,R
./data/figs_3/s0865_01.png,W
./data/figs_3/f0766_01.png,W
./data/figs_3/f0991_02.png,W
./data/figs_3/s0808_07.png,L
./data/figs_3/s0804_03.png,T
./data/figs_3/f0813_03.png,R
./data/figs_3/s0781_02.png,A
./data/figs_3/f0854_02.png,L
./data/figs_3/f0897_08.png,T
./data/figs_3/f0773_10.png,L
./data/figs_3/s0957_03.png,A
./data/figs_3/s0894_06.png,T
./data/figs_3/s0931_02.png,A
./data/figs_3/f0826_01.png,R
./data/figs_3/f0768_09.png,W
./data/figs_3/f0880_09.png,W
./data/figs_3/f0980_06.png,L
./data/figs_3/s0768_09.png,W
./data/figs_3/s0844_03.png,T
./data/figs_3/s0849_04.png,A
./data/figs_3/f0999_07.png,L
./data/figs_3/f0806_04.png,R
./data/figs_3/s0858_03.png,R
./data/figs_3/s0984_04.png,R
./data/figs_3/f0865_01.png,W
./data/figs_3/f0765_07.png,T
./data/figs_3/s0901_09.png,L
./data/figs_3/s0831_10.png,A
./data/figs_3/s0928_09.png,L
./data/figs_3/s0780_05.png,T
./data/figs_3/s0941_02.png,T
./data/figs_3/f0970_06.png,L
./data/figs_3/s0755_10.png,L
./data/figs_3/f0796_08.png,T
./data/figs_3/s0829_07.png,T
./data/figs_3/f0825_09.png,W
./data/figs_3/s0919_06.png,L
./data/figs_3/s0874_01.png,A
./data/figs_3/s0796_08.png,T
./data/figs_3/f0816_09.png,L
./data/figs_3/s0994_04.png,T
./data/figs_3/f0785_04.png,W
./data/figs_3/s0820_06.png,A
./data/figs_3/s0869_05.png,R
./data/figs_3/f0909_07.png,T
./data/figs_3/f0866_07.png,L
./data/figs_3/s0960_04.png,A
./data/figs_3/s0770_10.png,A
./data/figs_3/f0827_05.png,R
./data/figs_3/s0976_09.png,A
./data/figs_3/s0764_01.png,W
./data/figs_3/s0939_03.png,A
./data/figs_3/f0949_04.png,R
./data/figs_3/f0819_07.png,T
./data/figs_3/f0993_08.png,T
./data/figs_3/s0840_03.png,A
./data/figs_3/s0856_02.png,T
./data/figs_3/f0953_09.png,W
./data/figs_3/f0929_10.png,L
./data/figs_3/s0978_09.png,L
./data/figs_3/f0770_10.png,A
./data/figs_3/s0913_07.png,T
./data/figs_3/s0778_04.png,R
./data/figs_3/s0895_01.png,A
./data/figs_3/s0797_04.png,W
./data/figs_3/s0819_07.png,T
./data/figs_3/s0892_06.png,L
./data/figs_3/s0923_04.png,W
./data/figs_3/s0974_04.png,R
./data/figs_3/f0755_10.png,L
./data/figs_3/f0792_02.png,T
./data/figs_3/f0815_07.png,L
./data/figs_3/f0946_05.png,W
./data/figs_3/f0876_04.png,R
./data/figs_3/f0767_03.png,A
./data/figs_3/f0781_02.png,A
./data/figs_3/f0864_05.png,T
./data/figs_3/s0900_09.png,W
./data/figs_3/f0821_01.png,A
./data/figs_3/s0871_04.png,W
./data/figs_3/f0951_07.png,T
./data/figs_3/f0849_04.png,A
./data/figs_3/s0872_02.png,T
./data/figs_3/f0971_09.png,L
./data/figs_4/s1127_06.png,A
./data/figs_4/s1062_09.png,A
./data/figs_4/s1044_09.png,A
./data/figs_4/s1248_05.png,R
./data/figs_4/s1034_08.png,W
./data/figs_4/f1010_02.png,T
./data/figs_4/f1071_08.png,A
./data/figs_4/f1242_08.png,T
./data/figs_4/f1154_01.png,R
./data/figs_4/f1073_06.png,L
./data/figs_4/s1080_01.png,A
./data/figs_4/f1176_08.png,A
./data/figs_4/s1023_08.png,A
./data/figs_4/f1086_03.png,A
./data/figs_4/s1144_05.png,R
./data/figs_4/f1245_05.png,A
./data/figs_4/f1040_01.png,W
./data/figs_4/s1154_01.png,R
./data/figs_4/f1009_10.png,W
./data/figs_4/f1081_05.png,R
./data/figs_4/s1200_01.png,R
./data/figs_4/s1146_03.png,T
./data/figs_4/f1180_03.png,R
./data/figs_4/s1167_07.png,A
./data/figs_4/s1242_08.png,T
./data/figs_4/s1015_01.png,R
./data/figs_4/f1048_06.png,L
./data/figs_4/s1016_01.png,R
./data/figs_4/s1184_03.png,W
./data/figs_4/s1003_04.png,T
./data/figs_4/s1060_05.png,A
./data/figs_4/s1137_06.png,W
./data/figs_4/f1034_08.png,W
./data/figs_4/f1012_10.png,L
./data/figs_4/f1139_06.png,L
./data/figs_4/s1117_02.png,T
./data/figs_4/s1048_06.png,L
./data/figs_4/f1223_07.png,T
./data/figs_4/s1136_05.png,A
./data/figs_4/f1002_06.png,L
./data/figs_4/f1084_10.png,L
./data/figs_4/f1248_05.png,R
./data/figs_4/f1140_06.png,A
./data/figs_4/f1027_02.png,R
./data/figs_4/f1060_05.png,A
./data/figs_4/f1042_03.png,T
./data/figs_4/f1150_10.png,L
./data/figs_4/f1153_01.png,R
./data/figs_4/s1106_07.png,T
./data/figs_4/s1245_05.png,A
./data/figs_4/f1111_08.png,W
./data/figs_4/s1221_06.png,W
./data/figs_4/s1076_09.png,A
./data/figs_4/f1213_04.png,A
./data/figs_4/s1188_06.png,W
./data/figs_4/s1092_04.png,R
./data/figs_4/s1017_01.png,W
./data/figs_4/f1144_05.png,R
./data/figs_4/s1025_09.png,L
./data/figs_4/s1038_02.png,A
./data/figs_4/s1194_10.png,A
./data/figs_4/s1112_04.png,W
./data/figs_4/s1021_06.png,A
./data/figs_4/f1222_02.png,T
./data/figs_4/s1234_08.png,T
./data/figs_4/s1250_07.png,A
./data/figs_4/s1032_09.png,A
./data/figs_4/f1159_10.png,A
./data/figs_4/f1169_07.png,L
./data/figs_4/f1082_08.png,T
./data/figs_4/s1014_06.png,L
./data/figs_4/f1185_03.png,T
./data/figs_4/s1241_07.png,R
./data/figs_4/f1209_06.png,W
./data/figs_4/f1117_02.png,T
./data/figs_4/f1104_10.png,W
./data/figs_4/s1070_07.png,T
./data/figs_4/s1140_06.png,A
./data/figs_4/f1168_01.png,R
./data/figs_4/s1180_03.png,R
./data/figs_4/f1069_09.png,W
./data/figs_4/s1056_05.png,R
./data/figs_4/f1110_01.png,R
./data/figs_4/f1152_02.png,A
./data/figs_4/s1084_10.png,L
./data/figs_4/s1055_10.png,L
./data/figs_4/f1173_08.png,T
./data/figs_4/s1142_03.png,T
./data/figs_4/f1142_03.png,T
./data/figs_4/f1229_10.png,L
./data/figs_4/f1149_09.png,T
./data/figs_4/f1141_06.png,L
./data/figs_4/s1179_10.png,T
./data/figs_4/s1171_08.png,L
./data/figs_4/s1133_06.png,L
./data/figs_4/f1181_10.png,T
./data/figs_4/s1225_04.png,W
./data/figs_4/f1130_09.png,L
./data/figs_4/s1037_06.png,T
./data/figs_4/f1077_10.png,L
./data/figs_4/s1033_05.png,R
./data/figs_4/f1249_08.png,T
./data/figs_4/f1041_05.png,T
./data/figs_4/f1148_04.png,A
./data/figs_4/s1156_09.png,A
./data/figs_4/f1246_06.png,A
./data/figs_4/f1007_08.png,L
./data/figs_4/s1121_07.png,A
./data/figs_4/f1241_07.png,R
./data/figs_4/f1004_10.png,A
./data/figs_4/s1224_04.png,W
./data/figs_4/f1108_02.png,A
./data/figs_4/s1063_09.png,L
./data/figs_4/f1235_01.png,R
./data/figs_4/f1125_01.png,R
./data/figs_4/f1026_10.png,A
./data/figs_4/f1120_02.png,A
./data/figs_4/f1189_09.png,A
./data/figs_4/f1118_02.png,L
./data/figs_4/f1023_08.png,A
./data/figs_4/f1006_03.png,A
./data/figs_4/f1045_04.png,W
./data/figs_4/s1100_09.png,L
./data/figs_4/s1053_01.png,R
./data/figs_4/s1235_01.png,R
./data/figs_4/s1197_08.png,A
./data/figs_4/f1145_08.png,A
./data/figs_4/s1012_10.png,L
./data/figs_4/f1123_08.png,T
./data/figs_4/s1093_05.png,R
./data/figs_4/f1234_08.png,T
./data/figs_4/f1218_09.png,W
./data/figs_4/s1043_01.png,R
./data/figs_4/f1164_08.png,L
./data/figs_4/s1115_03.png,T
./data/figs_4/f1243_07.png,A
./data/figs_4/f1015_01.png,R
./data/figs_4/s1118_02.png,L
./data/figs_4/f1076_09.png,A
./data/figs_4/f1188_06.png,W
./data/figs_4/s1206_02.png,T
./data/figs_4/f1220_02.png,T
./data/figs_4/s1131_02.png,T
./data/figs_4/s1170_01.png,R
./data/figs_4/f1066_08.png,A
./data/figs_4/s1163_03.png,T
./data/figs_4/f1064_06.png,W
./data/figs_4/s1202_09.png,L
./data/figs_4/f1098_02.png,T
./data/figs_4/s1045_04.png,W
./data/figs_4/s1205_01.png,W
./data/figs_4/s1001_05.png,T
./data/figs_4/s1089_02.png,T
./data/figs_4/s1203_04.png,T
./data/figs_4/s1169_07.png,L
./data/figs_4/f1021_06.png,A
./data/figs_4/f1047_01.png,W
./data/figs_4/s1081_05.png,R
./data/figs_4/f1072_06.png,L
./data/figs_4/f1212_03.png,R
./data/figs_4/f1202_09.png,L
./data/figs_4/f1059_01.png,W
./data/figs_4/s1111_08.png,W
./data/figs_4/f1032_09.png,A
./data/figs_4/f1050_05.png,A
./data/figs_4/s1141_06.png,L
./data/figs_4/s1143_03.png,T
./data/figs_4/s1104_10.png,W
./data/figs_4/f1095_09.png,L
./data/figs_4/f1161_01.png,A
./data/figs_4/f1058_04.png,R
./data/figs_4/f1092_04.png,R
./data/figs_4/s1164_08.png,L
./data/figs_4/s1087_02.png,T
./data/figs_4/s1183_03.png,A
./data/figs_4/s1010_02.png,T
./data/figs_4/f1206_02.png,T
./data/figs_4/f1036_02.png,A
./data/figs_4/s1026_10.png,A
./data/figs_4/f1101_06.png,L
./data/figs_4/s1138_10.png,A
./data/figs_4/f1094_08.png,A
./data/figs_4/s1057_06.png,W
./data/figs_4/s1058_04.png,R
./data/figs_4/s1227_01.png,A
./data/figs_4/s1009_10.png,W
./data/figs_4/s1078_04.png,W
./data/figs_4/s1176_08.png,A
./data/figs_4/s1022_03.png,W
./data/figs_4/s1244_01.png,R
./data/figs_4/s1172_01.png,A
./data/figs_4/f1122_02.png,R
./data/figs_4/f1080_01.png,A
./data/figs_4/s1145_08.png,A
./data/figs_4/s1249_08.png,T
./data/figs_4/s1211_10.png,L
./data/figs_4/s1158_04.png,R
./data/figs_4/f1162_01.png,W
./data/figs_4/s1049_08.png,A
./data/figs_4/s1113_05.png,A
./data/figs_4/s1097_09.png,W
./data/figs_4/f1053_01.png,R
./data/figs_4/f1031_07.png,T
./data/figs_4/f1179_10.png,T
./data/figs_4/f1225_04.png,W
./data/figs_4/f1068_05.png,A
./data/figs_4/s1214_02.png,W
./data/figs_4/s1123_08.png,T
./data/figs_4/f1129_06.png,A
./data/figs_4/f1057_06.png,W
./data/figs_4/f1051_06.png,W
./data/figs_4/f1116_01.png,W
./data/figs_4/f1136_05.png,A
./data/figs_4/s1155_05.png,R
./data/figs_4/s1189_09.png,A
./data/figs_4/s1229_10.png,L
./data/figs_4/f1231_10.png,L
./data/figs_4/f1088_03.png,T
./data/figs_4/f1030_06.png,A
./data/figs_4/s1086_03.png,A
./data/figs_4/f1217_05.png,W
./data/figs_4/s1096_06.png,A
./data/figs_4/s1108_02.png,A
./data/figs_4/s1103_10.png,L
./data/figs_4/f1178_05.png,R
./data/figs_4/s1161_01.png,A
./data/figs_4/s1054_01.png,W
./data/figs_4/f1166_10.png,L
./data/figs_4/f1011_06.png,W
./data/figs_4/s1050_05.png,A
./data/figs_4/s1068_05.png,A
./data/figs_4/s1046_09.png,L
./data/figs_4/s1094_08.png,A
./data/figs_4/f1127_06.png,A
./data/figs_4/f1210_08.png,T
./data/figs_4/s1147_09.png,L
./data/figs_4/s1160_02.png,W
./data/figs_4/s1216_10.png,L
./data/figs_4/f1195_01.png,R
./data/figs_4/s1190_04.png,R
./data/figs_4/f1205_01.png,W
./data/figs_4/s1105_08.png,L
./data/figs_4/s1178_05.png,R
./data/figs_4/f1018_05.png,R
./data/figs_4/f1197_08.png,A
./data/figs_4/s1231_10.png,L
./data/figs_4/s1074_04.png,T
./data/figs_4/f1226_04.png,R
./data/figs_4/s1085_10.png,L
./data/figs_4/s1008_08.png,T
./data/figs_4/s1232_09.png,L
./data/figs_4/s1002_06.png,L
./data/figs_4/s1065_05.png,R
./data/figs_4/s1162_01.png,W
./data/figs_4/f1126_07.png,A
./data/figs_4/s1041_05.png,T
./data/figs_4/s1148_04.png,A
./data/figs_4/s1134_09.png,L
./data/figs_4/s1071_08.png,A
./data/figs_4/s1088_03.png,T
./data/figs_4/f1219_03.png,W
./data/figs_4/s1151_07.png,W
./data/figs_4/s1132_04.png,R
./data/figs_4/s1223_07.png,T
./data/figs_4/f1157_01.png,R
./data/figs_4/s1207_02.png,T
./data/figs_4/s1011_06.png,W
./data/figs_4/f1172_01.png,A
./data/figs_4/s1110_01.png,R
./data/figs_4/f1175_08.png,L
./data/figs_4/f1028_06.png,L
./data/figs_4/f1001_05.png,T
./data/figs_4/s1182_02.png,T
./data/figs_4/f1113_05.png,A
./data/figs_4/f1247_06.png,L
./data/figs_4/s1018_05.png,R
./data/figs_4/f1089_02.png,T
